chl,dox,spm,sal,temp
6.4,7.7,14,26.02,15.05
6.2,7.7,17,26.11,14.89
4.9,7.7,22,26.15,14.82
4.5,7.7,24,26.15,14.81
4.6,7.6,25,26.15,14.81
4.7,7.6,24,26.16,14.81
4.7,7.6,24,26.17,14.79
4.7,7.6,23,26.2,14.73
4.7,7.6,23,26.24,14.67
4.8,7.6,23,26.25,14.66
5.2,7.6,26,26.27,14.64
4.5,7.6,44,26.29,14.64
5.6,7.6,50,26.29,14.64
4.8,7.6,74,26.3,14.64
5.6,7.6,80,26.31,14.64
4.6,7.6,91,26.3,14.65
5.1,7.7,22,26.54,14.89
4.9,7.7,25,26.55,14.89
4.5,7.7,28,26.55,14.88
4.4,7.7,31,26.56,14.87
4.5,7.7,31,26.57,14.86
4.6,7.7,31,26.58,14.82
4.5,7.7,34,26.61,14.8
4.7,7.7,34,26.61,14.8
4.7,7.7,35,26.61,14.8
4.6,7.6,34,26.28,15.29
4.2,7.6,39,26.28,15.28
3.9,7.6,44,26.28,15.27
4,7.6,45,26.28,15.27
4.2,7.6,42,26.28,15.28
4,7.6,44,26.28,15.27
4,7.6,45,26.28,15.27
3.9,7.6,48,26.27,15.26
4.1,7.6,47,26.28,15.27
4.2,7.6,46,26.28,15.27
4.1,7.6,47,26.28,15.27
5.1,8.1,7,24.91,16.03
5,8,8,25.02,15.89
4.3,7.9,10,25.11,15.81
3.7,7.9,13,25.26,15.72
3.2,7.8,16,25.38,15.65
3.1,7.8,19,25.41,15.64
2.9,7.8,20,25.41,15.64
3,7.7,20,25.42,15.63
3,7.7,21,25.43,15.63
3,7.7,22,25.44,15.62
3,7.7,23,25.45,15.62
2.9,7.7,24,25.45,15.62
3,7.7,24,25.43,15.64
7.2,8.1,15,23.84,16.13
6.9,8.1,19,23.99,16.07
5.9,8.1,24,24.06,16.05
5.4,8.1,26,24.07,16.04
5.2,8,28,24.1,16.02
5.1,8,28,24.09,16.02
5.1,8,28,24.1,16.02
5.1,8,28,24.1,16.02
5.2,7.9,28,24.09,16.02
5.2,8,29,24.09,16.02
5.2,8,28,24.09,16.02
4.4,7.4,15,21.19,16.42
4.1,7.4,19,21.2,16.4
4.3,7.5,22,21.24,16.39
4.3,7.5,25,21.3,16.39
4.3,7.6,27,21.32,16.4
4.4,7.6,27,21.32,16.41
4.4,7.6,26,21.32,16.41
4.6,5.7,22,18.32,18.66
4.5,5.8,24,20.6,18.59
4.5,5.8,22,21.87,18.49
4.5,5.9,23,22.11,18.49
4.6,6,23,22.25,18.5
4.6,6,24,22.32,18.5
4.9,6.3,19,23.34,18.22
4.8,6.3,22,23.33,18.22
4.8,6.3,23,23.36,18.23
4.9,6.3,24,23.37,18.24
5,6.3,24,23.38,18.24
5,6.3,25,23.39,18.24
5.1,6.3,25,23.41,18.25
5.1,6.3,26,23.41,18.26
5.1,6.3,26,23.42,18.26
5.1,6.3,26,23.42,18.25
5.1,6.3,26,23.41,18.25
5,6.5,27,23.95,17.73
5,6.5,28,23.95,17.72
5,6.5,29,23.96,17.72
5,6.5,29,23.95,17.72
5,6.5,29,23.95,17.72
4.9,6.5,29,23.95,17.72
4.9,6.5,29,23.96,17.72
4.9,6.5,29,23.96,17.72
5,6.5,29,23.96,17.72
5,6.5,30,23.96,17.71
5,6.4,30,23.96,17.71
5,6.8,34,24.07,17.44
4.8,6.8,40,24.07,17.42
4.9,6.8,40,24.07,17.42
5,6.8,42,24.07,17.42
5,6.8,43,24.07,17.42
5.1,6.8,42,24.07,17.42
5.1,6.8,41,24.07,17.42
5.1,6.8,43,24.07,17.42
5.1,6.8,45,24.07,17.42
5.2,6.8,44,24.07,17.42
4.1,7,38,23.77,16.25
4,7,41,23.77,16.23
4.1,7,42,23.77,16.23
4.2,7,42,23.77,16.23
4.2,7,43,23.77,16.21
4.1,7,44,23.77,16.21
4.2,7,44,23.77,16.21
4.2,7,44,23.77,16.22
4,7,49,23.78,16.2
4.3,6.8,27,23.79,15.96
4.2,6.7,30,23.82,15.97
4.2,6.7,31,23.85,15.97
4.2,6.7,31,23.87,15.97
4.2,6.7,31,24,15.98
4.3,6.6,32,24.06,15.99
4.3,6.6,32,24.07,15.99
4.3,6.6,32,24.11,16
4.2,6.6,32,24.24,16.03
4.1,6.5,31,24.27,16.02
4.1,6.5,31,24.31,15.98
4.2,6.5,31,24.39,15.88
4.2,6.5,31,24.45,15.79
4.3,6.5,32,24.47,15.75
4.3,6.4,34,24.51,15.67
4.2,6.4,36,24.53,15.62
7.6,6.1,209,21.69,20.24
7.6,6.1,250,21.71,20.24
7.8,6.1,260,21.73,20.24
8,6,280,21.8,20.21
8,6,315,21.89,20.16
4.5,6.4,58,23.56,20.13
4.5,6.4,55,23.56,20.12
4.5,6.4,53,23.53,20.12
4.5,6.4,52,23.51,20.11
4.5,6.4,54,23.58,20.13
4.7,6.4,58,23.68,20.15
4.9,6.5,67,23.8,20.17
5,6.5,70,23.84,20.17
5.1,6.5,72,23.84,20.17
5.1,6.5,74,23.85,20.17
4.5,6.5,67,24.23,19.88
4.5,6.5,63,24.24,19.88
4.4,6.6,66,24.25,19.89
4.5,6.6,69,24.26,19.89
4.5,6.5,69,24.26,19.88
4.5,6.5,71,24.27,19.87
4.5,6.5,71,24.27,19.87
4.5,6.5,72,24.27,19.87
4.5,6.5,71,24.28,19.85
4.5,6.5,72,24.29,19.8
4.5,6.5,73,24.3,19.79
4.2,6.8,62,24.78,19.02
4.2,6.8,61,24.78,19.02
4.2,6.8,60,24.78,19.02
4.2,6.8,66,24.78,19.02
4.3,6.7,78,24.79,19.02
4.3,6.7,80,24.79,19.02
4.4,6.8,82,24.79,19.02
4.4,6.7,83,24.79,19.02
4.5,6.7,93,24.79,19.02
4.5,6.7,92,24.79,19.01
4.5,6.7,91,24.79,19.02
3.5,7,27,26.27,17.5
3.5,7,32,26.29,17.48
3.6,7,34,26.3,17.47
3.6,7.1,33,26.31,17.47
3.6,7.1,34,26.31,17.47
3.6,7.1,33,26.3,17.47
3.6,7.1,35,26.31,17.46
3.6,7.1,35,26.32,17.46
3.6,7.1,34,26.32,17.46
3.5,7,22,26.52,17.28
3.5,7,25,26.55,17.23
3.5,6.9,27,26.61,17.13
3.5,6.9,28,26.7,17.04
3.6,6.9,30,26.81,16.96
3.6,6.9,31,26.91,16.9
3.6,6.9,32,26.99,16.84
3.7,6.9,33,27.01,16.82
3.7,6.9,35,27.03,16.81
3.7,6.9,37,27.04,16.8
3.8,6.9,40,27.06,16.79
3.8,6.9,40,27.06,16.79
3.8,6.9,41,27.07,16.78
3.9,6.9,41,27.07,16.78
3.9,6.9,44,27.08,16.77
3.9,6.9,47,27.09,16.76
10.5,5.2,777,22.92,21.74
10.7,5.2,770,22.99,21.65
10.5,5.2,761,22.99,21.63
10.5,5.2,753,23,21.61
7.2,6.1,114,25.04,22.37
7.3,6.1,107,25.04,22.38
7.7,6.1,108,25.05,22.35
7.3,6,179,25.1,22.32
8.2,6,197,25.11,22.31
8.6,5.9,211,25.18,22.21
9,5.9,215,25.38,21.99
9.1,5.9,209,25.56,21.87
9.1,5.9,204,25.58,21.86
7,6.4,111,25.92,21.94
7.1,6.4,105,25.92,21.94
7.1,6.3,102,25.92,21.95
6.9,6.3,130,25.97,21.93
6.8,6.3,160,26.1,21.75
7,6.3,168,26.17,21.64
7.3,6.3,164,26.2,21.58
7.4,6.3,171,26.24,21.5
7.4,6.3,174,26.24,21.5
7.5,6.4,179,26.24,21.49
7.3,6.4,193,26.25,21.48
4.3,6.6,31,26.83,20.72
4.4,6.6,30,26.84,20.7
4.3,6.6,33,26.92,20.59
4.3,6.6,39,27.01,20.46
4.3,6.7,53,27.08,20.36
4.1,6.7,69,27.12,20.3
4.2,6.7,73,27.12,20.3
4.2,6.7,77,27.12,20.3
4,6.7,91,27.13,20.29
3.7,6.9,25,28.28,19.23
3.5,6.9,29,28.28,19.22
3.6,6.9,30,28.29,19.21
3.7,6.9,31,28.3,19.19
3.7,6.9,32,28.31,19.18
3.8,6.9,32,28.32,19.17
3.8,6.9,34,28.33,19.15
3.7,6.9,34,28.35,19.12
3.5,6.6,18,28.67,19.13
3.4,6.6,19,28.72,19.01
3.2,6.5,21,28.8,18.85
3.5,6.5,30,29.09,18.3
3.6,6.6,64,29.26,17.92
4.5,6.6,89,29.25,17.92
5,6.6,107,29.23,17.94
5.5,6.6,117,29.21,17.97
5.8,6.6,121,29.21,17.98
5.9,6.6,124,29.2,17.99
6.1,6.6,120,29.2,17.99
6.1,6.6,122,29.2,17.98
6.1,6.6,125,29.2,17.99
6.2,6.6,128,29.19,18
6.2,6.6,129,29.19,18
6.3,6.6,127,29.19,18
6.2,6.6,130,29.19,18
7.9,6,121,26.89,21.97
7.4,6,144,26.9,21.97
7,5.9,166,26.91,21.95
7.1,5.9,179,26.93,21.92
6.9,5.8,186,26.96,21.79
6.8,5.8,187,27.02,21.55
6.7,5.8,189,27.04,21.5
6.5,5.8,189,27.06,21.48
6.9,5.8,173,27.22,21.42
7.7,6.3,54,28.03,21.6
7.7,6.3,53,28.05,21.6
7,6.3,48,28.09,21.59
6.9,6.3,43,28.11,21.6
6.9,6.3,45,28.12,21.62
7.1,6.3,46,28.13,21.63
7.2,6.3,60,28.13,21.67
6.9,6.3,87,28.13,21.67
7.2,6.3,85,28.13,21.66
7.4,6.3,78,28.13,21.66
5.2,6.4,17,28.28,21.61
5.1,6.4,21,28.29,21.59
4.9,6.4,27,28.3,21.57
5,6.4,30,28.3,21.57
5.1,6.3,31,28.31,21.56
5,6.3,37,28.31,21.55
5,6.4,40,28.31,21.55
4.9,6.4,45,28.32,21.55
4.9,6.4,46,28.32,21.55
4.9,6.4,45,28.32,21.54
4.6,6.8,9,29.17,20.85
4.4,6.8,17,29.18,20.81
4.2,6.7,20,29.19,20.8
4.3,6.7,23,29.21,20.78
4.4,6.7,25,29.23,20.76
4.6,6.7,30,29.27,20.72
4.6,6.7,35,29.28,20.71
4.6,6.7,42,29.28,20.71
4.4,6.7,52,29.28,20.71
3.5,6.6,2,29.68,20.08
3.4,6.6,6,29.78,19.87
3.4,6.5,11,29.81,19.79
3.4,6.5,20,29.87,19.74
3.5,6.5,25,29.88,19.75
3.6,6.5,33,29.9,19.76
3.8,6.5,37,29.9,19.77
3.7,6.5,45,29.9,19.79
3.9,6.5,40,29.9,19.78
3.8,6.5,47,29.91,19.79
3.8,6.5,49,29.91,19.79
3.8,6.5,50,29.91,19.79
3.9,6.5,50,29.9,19.79
3.9,6.5,50,29.91,19.79
3.9,6.4,50,29.9,19.79
3.9,6.4,50,29.9,19.79
8.6,7.3,13,29.78,20.91
8.6,7.2,13,29.78,20.92
8.1,7.2,14,29.81,20.84
7.1,7.1,14,29.88,20.65
6.2,7.1,14,29.93,20.49
5.9,7,16,29.98,20.33
6,7,29,30.04,20.14
6.2,7,37,30.1,19.95
6.3,7,36,30.1,19.95
6.4,7,38,30.1,19.95
6.4,7,41,30.1,19.95
6.5,7,42,30.1,19.95
6.6,7,43,30.1,19.96
6.7,7,46,30.1,19.96
6.9,7,47,30.1,19.97
6.9,7,59,30.09,19.99
7.8,7.7,13,29.46,21.69
7.8,7.6,14,29.65,21.2
8.6,7.6,15,29.7,21.05
8.7,7.5,17,29.74,20.9
8.6,7.5,19,29.79,20.76
8.5,7.5,21,29.81,20.7
8.4,7.4,22,29.81,20.71
8.3,7.4,22,29.8,20.71
8.3,7.4,24,29.82,20.67
5.4,7,40,29.02,22.23
5.4,7,38,29.02,22.23
5.2,7,40,29.02,22.24
5.2,7,43,29.01,22.24
5.2,7,39,29.01,22.24
5.3,7,45,29,22.24
5.6,7,66,29,22.25
6.1,6.9,72,29,22.26
6.4,6.9,71,29,22.26
6.7,6.9,90,28.99,22.26
7,6.9,97,28.99,22.26
7,6.9,99,28.99,22.27
6.2,6.7,51,28.76,22.61
6.2,6.7,53,28.76,22.61
6.1,6.7,53,28.76,22.61
6.4,6.7,53,28.76,22.61
6.6,6.7,62,28.76,22.6
6.8,6.7,60,28.76,22.6
6.9,6.7,64,28.75,22.6
6.9,6.7,64,28.75,22.6
7,6.8,63,28.75,22.6
8.4,6.8,61,28.75,22.6
8.6,6.8,64,28.75,22.6
8.9,6.7,82,28.75,22.6
8.9,6.8,96,28.74,22.6
8.9,7,37,28.53,23.1
8.9,7,41,28.53,23.09
9.1,7,43,28.54,23.08
9.9,7,43,28.54,23.07
10.5,7,47,28.55,23.06
10.8,7,48,28.55,23.06
10.7,7,49,28.55,23.04
10.7,7,50,28.55,23.04
10.8,7,52,28.55,23.04
10.9,7,51,28.55,23.04
10.9,7,53,28.55,23.04
7.1,5.8,65,27.16,23.41
7.1,5.8,68,27.17,23.42
6.9,5.8,67,27.16,23.42
7,5.8,70,27.17,23.42
7.2,5.8,76,27.18,23.42
7.4,5.5,78,27.19,23.42
7.4,5.1,88,27.03,23.35
7.2,6.6,47,26.9,20.98
7.2,6.6,46,27.02,21.03
7.2,6.5,45,27.35,21.09
7.3,6.5,49,27.52,21.05
7.3,6.5,64,27.5,20.78
7.3,6.5,82,27.51,20.67
7.3,6.5,84,27.53,20.63
7.3,6.5,87,27.63,20.53
7.3,6.6,90,27.75,20.44
7.8,6.8,39,28.73,20.99
7.8,6.8,39,28.73,20.99
7.8,6.8,39,28.73,20.99
7.9,6.8,44,28.76,20.94
8,6.8,57,28.83,20.77
8.1,6.8,65,28.85,20.69
8.1,6.8,67,28.86,20.65
8.1,6.8,75,28.9,20.55
8.2,6.8,88,28.97,20.37
8.2,6.9,110,29.04,20.23
5.9,6.8,15,29.14,21.07
5.9,6.8,18,29.14,21.08
5.9,6.8,20,29.14,21.07
6,6.8,22,29.14,21.07
6.1,6.8,21,29.14,21.07
6.1,6.8,21,29.14,21.07
6.1,6.8,22,29.14,21.07
6.2,6.8,22,29.14,21.06
6.2,6.8,23,29.14,21.05
6.2,6.8,24,29.15,21.03
5.5,7.1,9,30.03,19.79
5.5,7.1,10,30.03,19.79
5.4,7.1,12,30.03,19.79
5.5,7.1,14,30.03,19.78
5.6,7.1,16,30.04,19.78
5.7,7.1,17,30.04,19.78
5.8,7.1,17,30.04,19.77
5.8,7.1,17,30.04,19.77
5.7,7.1,20,30.04,19.77
5.7,7.1,22,30.04,19.77
5.2,6.9,4,30.18,18.26
5.2,6.9,5,30.18,18.27
5.2,6.9,6,30.21,18.25
5.2,6.8,8,30.25,18.16
5.3,6.8,11,30.31,18.06
5.2,6.8,23,30.43,17.91
5.3,6.8,26,30.43,17.91
5.3,6.8,22,30.42,17.92
5.3,6.8,22,30.44,17.9
5.3,6.8,30,30.47,17.88
5.4,6.8,30,30.48,17.88
5.4,6.8,33,30.49,17.88
5.5,6.8,35,30.5,17.88
5.5,6.8,36,30.5,17.88
5.5,6.8,36,30.5,17.88
5.5,6.8,37,30.5,17.88
5.5,6.8,38,30.5,17.88
4,6.4,10,27.3,21.67
4,6.4,12,27.32,21.7
3.8,6.4,14,27.35,21.72
4.1,6.5,15,27.35,21.72
4.4,6.4,16,27.37,21.7
4.4,6.4,16,27.37,21.7
8.9,6.9,8,28.85,21.44
8.9,6.8,9,28.99,21.44
6.2,6.8,10,29.03,21.44
5.4,6.8,11,29.04,21.44
5.3,6.9,11,29.05,21.43
5.4,6.9,12,29.05,21.43
5.7,6.9,12,29.05,21.42
6.1,6.9,12,29.06,21.41
6.6,6.9,12,29.07,21.35
6.6,6.9,12,29.07,21.32
4.5,6.9,6,29.18,21.57
4.5,7,7,29.18,21.54
3.4,7,8,29.19,21.53
3.2,7,8,29.19,21.52
3.2,7,9,29.2,21.51
3.2,7,9,29.2,21.5
3.3,7.1,9,29.21,21.49
3.5,7.1,9,29.21,21.48
3.7,7.1,9,29.22,21.46
3.8,7.1,9,29.22,21.46
3.9,7.1,9,29.22,21.46
3.8,7.1,10,29.22,21.45
3.8,7.1,10,29.23,21.44
6.5,7.4,5,29.69,21.02
6.5,7.3,5,29.7,20.92
5.5,7.2,5,29.7,20.88
4,7.2,5,29.7,20.86
3.1,7.2,6,29.7,20.84
2.7,7.1,6,29.7,20.83
2.5,7.1,6,29.71,20.81
2.4,7.1,6,29.71,20.8
2.3,7.1,6,29.7,20.78
2.3,7.1,6,29.7,20.78
2.3,7.1,6,29.71,20.77
2.3,7.1,6,29.71,20.76
6.6,7.5,5,30.14,20.41
6.6,7.4,6,30.17,20.24
6.9,7.3,6,30.24,20.04
6.4,7.2,6,30.31,19.81
5.4,7.2,7,30.35,19.66
4.7,7.2,7,30.37,19.57
4.1,7.2,7,30.39,19.53
3.5,7.1,8,30.39,19.51
3.5,7.1,8,30.39,19.5
7.9,8,5,30.45,19.98
7.9,8,6,30.49,19.53
9.5,7.9,6,30.53,19.28
9.7,7.8,6,30.54,19.16
8.8,7.7,7,30.54,19.08
8.2,7.6,7,30.54,18.98
7.6,7.6,7,30.55,18.89
6.7,7.5,7,30.56,18.76
5.9,7.5,8,30.57,18.65
5.3,7.5,8,30.61,18.49
5,7.4,8,30.66,18.38
4.7,7.4,9,30.67,18.35
4.6,7.4,9,30.69,18.31
4.5,7.4,9,30.71,18.23
4.3,7.4,9,30.74,18.13
4.1,7.4,9,30.76,18.06
4.1,7.4,10,30.78,17.99
4.7,7,9,27.1,18.88
4.7,7,8,27.12,18.93
4.5,7,9,27.15,19
4.4,7,9,27.17,19
4.3,7,9,27.2,19.01
4.3,7,9,27.22,19.01
5,7.3,7,28.77,18.7
5,7.3,7,28.77,18.71
4.9,7.3,7,28.77,18.7
4.9,7.3,7,28.78,18.69
4.9,7.4,7,28.86,18.7
4.8,7.4,7,28.93,18.74
4.8,7.4,7,28.99,18.74
4.7,7.4,7,29.01,18.74
4.7,7.4,7,29,18.74
4.7,7.4,7,29.02,18.73
4.7,7.4,7,29.02,18.73
4,7,5,29.5,18.51
4,7,5,29.5,18.5
3.9,7,5,29.5,18.51
4,7,6,29.51,18.52
3.9,7,6,29.51,18.52
3.9,7,6,29.53,18.51
3.9,7,6,29.58,18.5
3.9,7,6,29.6,18.48
3.9,7,6,29.62,18.45
3.9,7,6,29.62,18.44
3.9,7,6,29.63,18.44
3.9,7,6,29.63,18.43
3.5,7.1,5,30.23,17.71
3.5,7.1,5,30.23,17.71
3.5,7.1,5,30.23,17.71
3.5,7.1,5,30.23,17.71
3.6,7.1,5,30.23,17.7
3.6,7.1,5,30.22,17.71
3.6,7.1,5,30.23,17.7
3.6,7.1,5,30.23,17.68
3.5,7.1,5,30.23,17.68
3.5,7.1,5,30.23,17.68
3.5,7.1,5,30.23,17.68
4.9,7.3,5,30.56,18.11
4.9,7.3,5,30.62,18.06
4.7,7.2,5,30.63,18.06
4.7,7.2,5,30.64,18.04
4.7,7.2,5,30.64,18.03
4.6,7.1,6,30.65,18.02
4.5,7.1,6,30.69,17.94
4.4,7,6,30.72,17.87
4.3,7,6,30.75,17.83
4.2,6.9,6,30.97,17.04
4.2,6.8,6,30.97,17
4.1,6.8,6,31,16.9
4.1,6.7,6,31.05,16.77
4.1,6.7,6,31.05,16.68
4,6.7,6,31.09,16.47
3.8,6.7,6,31.13,16.4
3.7,6.7,6,31.13,16.36
3.6,6.7,6,31.14,16.33
3.6,6.7,6,31.14,16.32
3.6,6.6,6,31.14,16.3
3.6,6.6,7,31.14,16.27
3.6,6.6,7,31.17,16.11
3.6,6.6,7,31.21,16.01
3.5,6.6,7,31.22,15.99
3.5,6.6,7,31.23,15.95
3.5,6.6,7,31.25,15.88
5.1,8.1,12,26.21,14.98
4.6,8.1,12,26.22,14.97
4.6,8.1,12,26.23,14.97
4.5,8.1,12,26.24,14.97
4.4,8,13,26.3,14.98
4.5,7.6,13,26.29,14.99
9,8.5,7,28.79,15.03
4,8.4,6,28.89,15.06
3.5,8.4,5,28.94,15.07
3.5,8.3,5,28.96,15.07
3.5,8.3,5,28.97,15.07
3.4,8.3,5,28.97,15.07
3.4,8.3,6,28.97,15.07
3.4,8.3,6,28.97,15.07
3.5,8.3,6,28.97,15.07
3.5,8.3,6,28.98,15.07
3.4,8.3,6,28.97,15.07
3.2,8,6,29.83,14.98
2.5,8,6,29.84,15
2.3,8,6,29.84,15
2.5,8,5,29.84,14.99
2.6,8,5,29.84,15
2.4,8,5,29.84,15
2.3,8,5,29.84,15
2.4,8,5,29.85,15
2.4,8,5,29.85,15
2.4,8,5,29.85,15.01
2.5,8,5,29.86,15.01
2.4,8,5,29.86,15.01
3.3,8.1,6,30.46,14.98
2.4,8.1,6,30.46,14.97
2.4,8.1,6,30.46,14.97
2.4,8.1,6,30.47,14.97
2.5,8.1,5,30.46,14.97
2.4,8.1,5,30.47,14.97
2.4,8.1,6,30.47,14.97
2.4,8.1,7,30.47,14.97
2.5,8.1,6,30.47,14.97
2.5,8.1,7,30.47,14.97
2.6,8.1,6,30.47,14.97
2.7,8.1,7,30.47,14.97
4.1,7.8,7,30.57,14.35
4.1,7.8,8,30.57,14.28
4,7.8,9,30.57,14.26
3.7,7.7,8,30.57,14.24
3.6,7.7,8,30.58,14.24
3.4,7.7,8,30.58,14.22
3.2,7.7,9,30.58,14.21
3.4,7.7,9,30.58,14.2
3.4,7.7,9,30.58,14.19
3.4,7.7,9,30.58,14.2
3.5,7.7,9,30.58,14.19
4.8,8.1,6,30.22,13.96
4.4,8,6,30.28,13.93
3.9,8,7,30.33,13.93
3.6,7.9,6,30.36,13.93
3.6,7.9,6,30.38,13.93
3.5,7.9,6,30.42,13.9
3.1,7.9,6,30.49,13.8
2.8,7.9,6,30.6,13.69
2.5,7.9,6,30.7,13.65
2.5,7.9,6,30.77,13.62
2.6,7.9,8,30.83,13.6
2.8,8,9,30.84,13.6
2.8,7.9,9,30.84,13.6
2.9,8,10,30.85,13.6
2.9,8,13,30.9,13.58
3.1,8,16,30.9,13.58
2.1,8.4,10,28.03,11.83
2.1,8.3,11,28.61,12.08
2.1,8.3,11,28.67,12.1
2,8.3,11,28.7,12.11
2,8.3,11,28.71,12.12
2,8.3,12,28.72,12.12
2,8.3,12,28.72,12.12
2,8.3,13,28.73,12.13
2,8.3,13,28.73,12.13
2,8.3,13,28.73,12.13
2,8.3,12,28.73,12.13
2.1,8.3,9,29.27,11.99
2.1,8.3,9,29.26,11.97
2.1,8.3,10,29.27,11.98
2.1,8.3,11,29.28,12.01
2,8.3,11,29.3,12.02
2,8.3,11,29.31,12.02
2,8.3,11,29.32,12.03
2,8.3,11,29.32,12.03
2,8.3,11,29.32,12.03
2,8.3,11,29.33,12.04
2,8.3,11,29.33,12.04
2,8.3,11,29.33,12.04
2.1,8.4,13,29.61,11.86
2,8.4,15,29.61,11.87
2.1,8.4,14,29.61,11.88
2.1,8.4,14,29.62,11.88
2.1,8.4,15,29.61,11.88
2.1,8.4,15,29.62,11.88
2,8.4,15,29.62,11.89
2,8.4,16,29.63,11.9
2,8.3,16,29.63,11.89
2,8.3,15,29.63,11.9
2,8.3,16,29.62,11.89
2,8.3,15,29.63,11.9
2.1,8.6,7,27.75,11.61
2.1,8.5,8,27.96,11.78
2,8.5,8,28.29,11.96
2,8.4,7,28.44,11.99
2,8.4,7,28.55,12.01
2,8.4,7,28.68,12.02
2,8.3,9,28.84,12.05
2,8.3,9,28.88,12.06
2,8.3,10,28.91,12.07
2,8.3,11,28.91,12.07
2.1,8.4,9,28.5,11.81
2.1,8.4,9,28.55,11.83
2.1,8.4,8,28.55,11.83
2.1,8.4,9,28.78,11.96
2,8.4,11,28.85,12
2,8.4,12,28.9,12.03
1.9,8.4,14,28.91,12.03
1.9,8.3,13,28.91,12.04
1.9,8.3,15,28.95,12.05
1.8,8.3,18,28.98,12.07
1.7,8.3,22,29.01,12.08
1.7,8.3,23,29.01,12.08
1.7,8.3,24,29.01,12.08
1.6,8.3,28,29.02,12.09
1.5,8.3,30,29.03,12.09
1.1,8.3,42,29.05,12.09
2.8,8.7,24,23.14,11.14
2.8,8.7,24,23.17,11.14
2.9,8.7,24,23.25,11.15
2.9,8.7,26,23.33,11.15
2.9,8.7,26,23.36,11.15
2.9,8.7,26,23.42,11.15
3,8.6,15,24.37,10.99
3,8.7,15,24.35,10.99
2.9,8.7,15,24.45,10.99
2.9,8.7,15,24.63,10.99
2.9,8.7,15,24.72,10.98
2.9,8.7,15,24.75,10.97
2.9,8.6,15,24.78,10.97
2.9,8.6,15,24.8,10.96
2.9,8.6,16,24.86,10.96
2.9,8.6,17,24.88,10.95
2.5,8.8,9,25.34,10.76
2.5,8.8,10,25.34,10.76
2.5,8.8,10,25.35,10.76
2.5,8.7,11,25.35,10.76
2.5,8.7,11,25.35,10.75
2.5,8.7,11,25.36,10.74
2.5,8.7,11,25.36,10.72
2.5,8.7,12,25.37,10.71
2.5,8.7,13,25.38,10.7
2.5,8.7,13,25.37,10.7
2.5,8.7,12,25.37,10.7
2.5,8.7,13,25.38,10.7
2.5,8.5,14,25.37,10.7
2.3,8.8,8,24.65,10.66
2.3,8.8,9,24.65,10.66
2.3,8.7,10,24.72,10.67
2.3,8.7,11,24.88,10.64
2.3,8.7,12,24.98,10.62
2.3,8.7,13,25.03,10.62
2.4,8.7,14,25.07,10.62
2.4,8.7,14,25.08,10.62
2.4,8.7,15,25.08,10.62
2.4,8.7,15,25.08,10.62
2.4,8.7,15,25.08,10.62
2.4,8.7,16,25.09,10.62
2.3,8.7,13,23.98,10.81
2.3,8.7,14,23.98,10.81
2.3,8.7,15,23.98,10.81
2.4,8.7,16,23.98,10.81
2.4,8.7,16,23.98,10.81
2.4,8.7,16,23.98,10.81
2.4,8.7,16,23.98,10.81
2.4,8.7,16,23.98,10.81
2.4,8.7,16,23.98,10.81
2.4,8.7,17,23.98,10.81
2,8.9,6,22.17,10.97
2,8.9,7,22.67,11.01
2,8.8,8,22.89,11.05
2,8.8,9,23.11,11.07
2,8.8,11,23.33,11.03
2,8.7,13,23.44,10.99
2.1,8.7,14,23.54,10.97
2.2,8.7,15,23.58,10.97
2.2,8.7,16,23.6,10.97
2.2,8.7,17,23.63,10.98
2.3,8.7,17,23.64,10.99
2.3,8.7,17,23.65,10.99
2.3,8.7,17,23.65,10.99
2.3,8.7,17,23.66,11
2.3,8.7,19,23.67,11
2.3,8.7,19,23.68,11.01
2.3,8.7,20,23.68,11.01
5.7,9.6,17,19.63,11.71
5.7,9.6,17,19.7,11.74
5.6,9.6,17,19.77,11.78
5.6,9.6,17,19.8,11.78
5.6,9.6,17,19.84,11.8
5,9.4,12,21.01,11.43
5,9.4,14,21.25,11.54
5,9.4,16,21.53,11.62
5.1,9.4,18,21.62,11.64
5.1,9.4,18,21.65,11.65
5.2,9.4,19,21.67,11.65
5.2,9.4,19,21.67,11.65
5.2,9.4,19,21.68,11.65
5.2,9.4,20,21.7,11.66
5.2,9.4,20,21.71,11.66
5.2,9.4,21,21.72,11.66
5.2,9.4,20,21.72,11.66
5,9.1,20,23.05,11.59
5,9.1,23,23.21,11.61
4.9,9.1,24,23.27,11.61
4.9,9.1,24,23.27,11.6
4.9,9.1,24,23.31,11.6
4.9,9,25,23.36,11.59
4.9,9,26,23.37,11.59
4.9,9,26,23.38,11.59
4.9,9,27,23.4,11.58
5,9,29,23.42,11.57
5.1,9,33,23.45,11.56
5.1,9,36,23.46,11.56
4.8,8.8,23,24.3,11.25
4.8,8.8,28,24.31,11.25
4.8,8.8,31,24.31,11.25
4.9,8.8,34,24.32,11.24
4.9,8.8,33,24.32,11.24
4.9,8.8,33,24.32,11.24
4.9,8.8,34,24.32,11.24
5,8.8,34,24.32,11.24
5,8.8,36,24.32,11.24
5,8.8,38,24.33,11.24
5.1,8.8,41,24.33,11.24
5.1,8.8,43,24.33,11.24
4,8.5,14,25.29,11.53
4,8.5,16,25.3,11.53
4,8.5,17,25.3,11.53
4.1,8.5,18,25.3,11.53
4.1,8.5,17,25.3,11.53
