chl,dox,spm,sal,temp
3.8,6.9,15,31.28,18.65
3.8,6.9,15,31.28,18.68
3.8,6.9,17,31.31,18.53
3.9,6.9,18,31.31,18.5
3.9,6.9,18,31.32,18.49
3.9,6.9,18,31.32,18.48
3.9,6.9,18,31.32,18.46
3.9,6.9,19,31.32,18.46
3.9,6.9,18,31.32,18.45
3.9,6.9,19,31.33,18.43
3.9,6.9,19,31.33,18.4
3.9,6.9,19,31.33,18.4
3.9,6.9,19,31.34,18.37
6.3,5.6,105,27.68,20.85
6.3,5.7,105,27.73,20.85
6.2,5.7,105,27.76,20.85
6.1,5.7,93,27.88,20.84
6.1,5.7,88,27.93,20.83
5.8,6.3,27,29.74,20.52
5.8,6.3,27,29.74,20.52
5.8,6.3,26,29.74,20.52
5.8,6.3,27,29.74,20.52
5.8,6.3,27,29.74,20.52
5.8,6.3,26,29.74,20.52
5.8,6.3,27,29.74,20.52
5.8,6.3,27,29.76,20.52
5.7,6.3,27,29.77,20.52
5.7,6.3,27,29.78,20.52
5.5,6.4,28,30.75,20.17
5.5,6.4,29,30.76,20.16
5.5,6.5,30,30.77,20.16
5.5,6.5,30,30.76,20.16
5.5,6.4,30,30.78,20.14
5.5,6.4,30,30.78,20.14
5.4,6.4,31,30.83,20.08
5.3,6.4,35,30.9,19.98
5.2,6.4,37,30.93,19.93
5.2,6.4,38,30.95,19.9
5.2,6.4,40,30.96,19.89
4.2,6.3,22,31.32,19.28
4.2,6.3,24,31.32,19.28
4.2,6.3,26,31.33,19.28
4.2,6.3,26,31.33,19.28
4.2,6.3,27,31.33,19.28
4.2,6.3,27,31.33,19.27
4.2,6.3,29,31.34,19.27
4.2,6.3,29,31.34,19.27
4.2,6.3,29,31.34,19.27
4.2,6.3,29,31.34,19.27
4.2,6.3,30,31.34,19.27
4,6.5,9,31.48,19.51
4,6.5,14,31.48,19.47
4,6.5,17,31.48,19.45
4,6.5,17,31.48,19.45
4,6.5,19,31.48,19.44
4,6.5,21,31.48,19.42
4.1,6.5,23,31.48,19.42
4.1,6.5,25,31.48,19.42
4.1,6.5,24,31.48,19.42
4.1,6.7,9,31.52,16.98
4.1,6.7,12,31.54,16.92
4.2,6.7,16,31.55,16.87
4.1,6.7,19,31.55,16.85
4.1,6.7,20,31.55,16.85
4.1,6.7,22,31.56,16.83
4.2,6.7,23,31.56,16.82
4.2,6.7,27,31.56,16.81
4.3,6.7,27,31.56,16.81
4.3,6.7,27,31.56,16.8
4.3,6.7,29,31.56,16.79
4.3,6.7,30,31.56,16.79
4.3,6.7,30,31.56,16.8
4.4,6.7,41,31.56,16.77
4.4,6.7,39,31.55,16.76
4.4,6.7,42,31.55,16.76
4.4,6.7,44,31.55,16.76
4.3,6.5,24,26.61,15.9
4.3,6.5,24,26.62,15.9
4.3,6.5,24,26.61,15.9
4.3,6.6,24,26.64,15.9
4.3,6.6,25,26.65,15.9
4.3,6.6,25,26.65,15.9
4.2,7,11,29.56,15.84
4.2,7,12,29.65,15.84
4,7,13,29.68,15.84
4,7,13,29.7,15.84
4,7,13,29.7,15.84
4,7,13,29.7,15.84
4,7,13,29.72,15.84
4,7,14,29.73,15.84
4,7,14,29.74,15.84
4,7,14,29.75,15.84
3.9,7.2,10,30.61,15.8
3.9,7.2,11,30.61,15.8
3.9,7.2,13,30.63,15.8
4,7.2,13,30.65,15.8
4,7.2,14,30.65,15.8
3.9,7.2,14,30.63,15.8
3.9,7.2,14,30.64,15.8
3.9,7.2,15,30.67,15.81
3.9,7.2,16,30.67,15.81
4,7.2,16,30.67,15.81
4,7.2,16,30.67,15.81
4,7.2,16,30.67,15.81
4,7.2,16,30.67,15.81
4,7.2,16,30.67,15.81
3.4,7.4,7,30.51,14.9
3.4,7.4,8,30.51,14.9
3.4,7.4,8,30.51,14.9
3.5,7.4,8,30.51,14.91
3.6,7.4,8,30.51,14.9
3.6,7.3,9,30.53,14.89
3.4,7.3,9,30.61,14.9
3.3,7.2,11,30.68,14.92
3.1,7.2,13,30.73,14.94
3.1,7.2,13,30.73,14.94
4,7.4,7,30.46,14.82
4,7.5,7,30.46,14.82
4,7.5,8,30.46,14.82
4,7.4,8,30.46,14.82
4,7.4,8,30.48,14.8
3.8,7.4,8,30.57,14.69
3.6,7.4,9,30.74,14.57
3.4,7.4,10,30.88,14.49
3.4,7.4,11,30.93,14.47
3.4,7.4,13,30.98,14.44
3.4,7.4,13,30.98,14.44
3.4,7.4,14,30.98,14.44
3.5,7.4,13,30.98,14.44
3.6,7.4,20,31.01,14.43
3.6,7.4,22,31.01,14.43
3.6,7.4,22,31.02,14.43
3.6,7.4,22,31.01,14.43
6.8,7.3,14,27.65,13.18
6.8,7.3,15,27.77,13.21
6.7,7.4,16,27.8,13.21
6.7,7.4,17,27.83,13.21
6.7,7.4,18,27.86,13.22
6.7,7.4,18,27.9,13.23
6.7,7.4,19,27.9,13.23
5.1,7.5,12,29.05,13.42
5.1,7.5,13,29.32,13.56
4.8,7.4,14,29.45,13.63
4.6,7.4,14,29.57,13.7
4.4,7.4,15,29.65,13.73
4.4,7.4,15,29.68,13.75
4.3,7.3,16,29.69,13.75
4.2,7.3,16,29.72,13.76
4.2,7.3,17,29.77,13.76
4.1,7.3,18,29.79,13.76
4.1,7.3,18,29.79,13.77
4.1,7.3,18,29.79,13.77
3.7,7.2,12,30.29,13.88
3.7,7.2,13,30.29,13.89
3.7,7.2,14,30.29,13.89
3.7,7.2,15,30.3,13.9
3.7,7.2,15,30.31,13.9
3.7,7.2,15,30.31,13.9
3.6,7.2,16,30.32,13.9
3.6,7.2,16,30.33,13.89
3.6,7.2,16,30.33,13.89
3.6,7.2,16,30.33,13.89
3.6,7.2,16,30.34,13.88
3.7,7.2,10,30.38,13.85
3.7,7.2,12,30.4,13.83
3.6,7.2,14,30.43,13.81
3.7,7.2,15,30.45,13.82
3.7,7.2,15,30.45,13.82
3.7,7.2,16,30.45,13.82
3.7,7.2,18,30.45,13.83
3.7,7.2,18,30.45,13.83
3.7,7.2,18,30.45,13.83
3.7,7.2,18,30.45,13.83
3.8,7.2,19,30.45,13.83
3.5,7.1,8,30.27,13.57
3.5,7.1,9,30.28,13.53
3.5,7.1,10,30.28,13.52
3.5,7.1,11,30.29,13.5
3.5,7.1,11,30.29,13.49
3.5,7.1,12,30.29,13.47
3.5,7.1,13,30.29,13.45
3.5,7.1,13,30.29,13.45
3.5,7.1,13,30.3,13.45
3.5,7.1,13,30.3,13.44
3.7,7.4,9,30.37,13.02
3.7,7.4,9,30.37,13.02
3.7,7.4,10,30.38,13
3.7,7.4,11,30.38,13
3.7,7.4,12,30.39,13
3.7,7.4,12,30.39,13
3.7,7.4,13,30.4,12.99
3.7,7.4,13,30.41,12.99
3.8,7.4,13,30.43,12.98
3.8,7.4,14,30.46,12.98
3.8,7.4,14,30.49,12.98
3.8,7.4,14,30.5,12.97
3.8,7.4,14,30.51,12.97
3.7,7.4,14,30.56,12.96
3.7,7.4,14,30.59,12.96
3.7,7.4,14,30.63,12.95
4.9,8.9,23,19.55,10.91
4.9,8.8,25,21.57,11.68
5.3,8.8,26,22,11.73
5.4,8.7,28,22.2,11.77
5.4,8.7,30,22.25,11.78
4.9,8.5,22,23.28,11.43
4.9,8.6,23,23.53,11.53
4.9,8.7,26,23.7,11.59
4.9,8.7,29,23.8,11.62
5,8.7,33,23.86,11.63
5.1,8.7,38,23.91,11.64
5.2,8.7,43,23.95,11.64
5.3,8.7,44,23.97,11.64
5.3,8.7,46,23.98,11.64
3.8,8.8,13,24.64,11.19
3.8,8.8,14,24.66,11.22
3.7,8.8,16,24.79,11.31
3.7,8.8,18,24.91,11.37
3.7,8.8,19,25,11.43
3.8,8.8,20,25.02,11.43
3.8,8.8,21,25.05,11.44
3.9,8.8,21,25.06,11.44
3.9,8.8,21,25.06,11.44
3.8,8.8,21,25.06,11.44
3.9,8.8,22,25.06,11.43
3.9,8.8,23,25.06,11.43
4.6,8.9,12,24.21,11.21
4.6,8.9,13,24.28,11.26
4.8,8.9,13,24.49,11.29
4.5,8.9,14,24.68,11.31
3.8,8.8,17,24.82,11.29
3.2,8.8,19,24.85,11.28
3.2,8.8,20,24.85,11.28
3.2,8.8,20,24.86,11.28
3.2,8.8,21,24.86,11.28
3.2,8.8,21,24.87,11.28
3.2,8.8,22,24.87,11.28
2.5,8.9,12,21.64,11.3
2.5,8.9,13,21.73,11.33
2.4,8.9,13,21.94,11.38
2.4,8.9,15,22.49,11.46
2.4,8.8,16,22.69,11.47
2.5,8.8,17,22.78,11.47
2.5,8.8,18,22.89,11.47
2.6,8.8,19,22.92,11.47
2.6,8.8,20,22.92,11.47
2.4,9,12,21.12,11.46
2.4,9,13,21.16,11.41
2.4,9,14,21.23,11.41
2.2,9,14,21.59,11.45
2.1,8.9,15,21.81,11.48
2.1,8.9,16,21.97,11.49
2.1,8.9,17,22.42,11.5
2.3,8.9,18,22.57,11.48
2.4,8.8,19,22.63,11.52
2.5,8.8,21,22.69,11.56
2.5,8.8,22,22.74,11.59
2.4,8.8,23,22.79,11.64
2.3,8.8,24,22.82,11.65
2.3,8.8,24,22.85,11.67
2.3,8.8,25,22.88,11.69
2.3,8.8,28,22.91,11.7
11,8.9,12,18.75,10.91
11,8.8,13,20.36,11.39
11.4,8.8,17,20.58,11.52
11.2,8.7,19,20.68,11.67
11.5,8.7,21,20.75,11.75
11.5,8.6,21,20.82,11.8
15.7,9.4,11,21.57,12.11
15.7,9.3,13,21.75,12.15
15.6,9.2,15,21.87,12.29
15.5,9.2,17,21.95,12.29
15.7,9.2,18,22.01,12.29
15.8,9.2,19,22.05,12.3
16,9.2,20,22.08,12.3
15.9,9.2,21,22.11,12.31
15.8,9.2,22,22.11,12.32
15.7,9.2,23,22.12,12.32
11.3,8.9,9,22.47,12.54
11.3,8.9,10,22.48,12.51
11.9,8.8,12,22.49,12.52
11.5,8.8,14,22.51,12.53
11.4,8.8,15,22.53,12.55
11.6,8.8,16,22.56,12.57
12.2,8.8,17,22.59,12.58
12.5,8.8,17,22.61,12.59
12.5,8.8,17,22.6,12.59
12.5,8.8,17,22.61,12.59
12.6,8.8,18,22.61,12.59
12.6,8.8,18,22.61,12.59
12,9.2,9,22.84,12.75
12,9.2,13,22.84,12.55
13.6,9.2,18,22.84,12.48
13.6,9.1,19,22.84,12.48
13.9,9.1,20,22.84,12.48
14.1,9,22,22.84,12.47
14.3,9,21,22.84,12.47
14.5,9,21,22.84,12.51
14.6,9,24,22.85,12.46
15,9,25,22.85,12.46
15,9,28,22.85,12.46
7.6,8.7,6,22.93,12.13
8.2,8.6,6,22.96,12.15
7.3,8.5,6,23.02,12.16
6.2,8.2,7,23.52,12.29
5.2,8.1,9,24.01,12.36
4.6,8,10,24.38,12.4
4.1,8,11,24.55,12.4
4.1,8,12,24.65,12.4
7.2,8.4,6,22.57,11.89
7.5,8.4,9,22.88,12.03
7.1,8.2,12,23.27,12.2
6.5,8.1,17,23.92,12.33
5.9,8,20,24.41,12.31
5.5,7.9,21,24.79,12.3
5.2,7.9,22,25.1,12.31
4.9,7.9,25,25.52,12.33
4.7,7.8,27,25.87,12.33
4.4,7.8,28,26.22,12.33
4.1,7.8,25,26.54,12.32
3.8,7.8,21,26.93,12.32
3.6,7.8,19,27.11,12.31
3.6,7.8,18,27.14,12.31
3.6,7.8,20,27.16,12.31
36.7,8.6,245,17.18,13
36.7,8.6,269,17.23,13.01
36.7,8.6,269,17.23,13.01
37,8.6,299,17.52,13.02
37.5,8.6,319,17.6,13.02
37.5,8.6,326,17.61,13.02
41.4,9.4,103,19.88,12.94
41.4,9.4,104,19.88,12.94
41.4,9.4,104,19.88,12.94
41.5,9.4,101,19.87,12.94
42.4,9.4,100,19.87,12.94
42.4,9.5,136,19.96,12.92
42.2,9.5,149,19.98,12.92
41.1,9.5,152,20,12.93
40.4,9.5,154,20.01,12.93
40.1,9.5,154,20.01,12.93
40.1,9.5,158,20.02,12.93
38.8,9.6,87,21.24,12.99
38.8,9.6,84,21.23,13
37.9,9.5,97,21.52,13
37.9,9.5,128,21.81,13
37.8,9.5,135,21.83,13
37.1,9.5,142,21.86,12.99
36.4,9.4,152,21.89,12.99
35.7,9.4,159,21.91,12.98
35.5,9.4,173,21.92,12.98
35.1,9.4,188,21.93,12.98
34.9,9.4,214,21.95,12.97
34.6,9.4,255,21.98,12.97
34.6,9.4,293,21.99,12.96
29.4,9.2,59,22.77,12.64
29.4,9.2,56,22.76,12.64
29.1,9.2,57,22.76,12.64
29.9,9.2,58,22.77,12.64
30.9,9.2,60,22.78,12.64
31.8,9.1,60,22.83,12.63
31.9,9.1,61,22.91,12.62
32.5,9,88,22.97,12.6
32.7,9,100,22.99,12.59
31.8,9,105,23,12.59
31.8,9,114,23.02,12.58
14,8.3,14,24.73,12.56
14,8.2,19,24.79,12.58
14.4,8.2,24,24.88,12.59
14.2,8.2,26,24.91,12.6
14.1,8.2,27,24.93,12.6
13.8,8.1,29,24.93,12.6
13.8,8.1,31,24.95,12.6
13.9,8.1,33,24.97,12.61
13.9,8.1,34,24.97,12.61
5.8,7.6,6,25.8,12.51
5.8,7.6,13,26.1,12.53
5.8,7.6,13,26.1,12.53
6.9,7.6,23,26.28,12.54
6.9,7.5,29,26.36,12.55
7,7.5,36,26.51,12.55
7.2,7.5,42,26.53,12.55
7.5,7.5,50,26.62,12.56
7.7,7.5,55,26.63,12.56
7.9,7.5,57,26.65,12.56
8.1,7.5,60,26.65,12.56
8.3,7.5,71,26.67,12.56
8.5,7.5,69,26.67,12.56
8.6,7.5,76,26.68,12.56
8.7,7.5,73,26.68,12.56
8.6,7.5,75,26.68,12.56
8.7,7.5,79,26.68,12.56
8.7,7.5,86,26.68,12.56
69.9,10.2,42,20.65,13.01
69.9,10.2,44,20.69,13.01
69.9,10.2,44,20.69,13.01
70.3,10.2,44,20.73,13.02
71.1,10.1,43,20.77,13.03
71.6,10.1,46,20.8,13.03
71.9,10.1,47,20.82,13.03
57.6,10.5,46,21.18,12.97
57.6,10.4,51,21.36,12.96
57.6,10.4,51,21.36,12.96
57.6,10.4,56,21.39,12.96
56.5,10.4,58,21.4,12.97
55.6,10.4,66,21.44,12.97
55.4,10.4,68,21.45,12.97
55.1,10.4,75,21.47,12.97
55.8,10.4,77,21.47,12.97
56.1,10.4,89,21.49,12.97
56.6,10.4,92,21.49,12.97
56.8,10.4,99,21.5,12.98
56.8,10.4,106,21.5,12.98
49.8,10.9,23,22.23,12.95
49.8,10.8,27,22.24,12.93
51.5,10.6,29,22.26,12.89
52.2,10.5,28,22.33,12.87
52.4,10.4,28,22.35,12.88
52.7,10.4,27,22.42,12.89
52.3,10.4,26,22.49,12.89
52.2,10.4,33,22.68,12.94
51.8,10.3,41,22.75,12.96
51.4,10.3,52,22.8,12.97
50.9,10.3,63,22.81,12.97
50.9,10.3,66,22.82,12.98
49.5,12.4,17,23.27,13.19
49.5,12,20,23.33,13.1
49.4,11.5,23,23.53,13.07
47.2,11,32,23.89,13.05
45.4,10.6,36,24.01,13.05
43.4,10.4,38,24.04,13.05
41.8,10.3,39,24.05,13.05
40.2,10.2,40,24.07,13.05
39,10.1,40,24.08,13.05
38,10.1,41,24.09,13.05
38,10,41,24.09,13.05
26.9,9.4,21,24.58,12.97
26.9,9.4,24,24.58,12.97
27.9,9.4,25,24.58,12.97
28.2,9.4,26,24.58,12.96
28.2,9.4,26,24.58,12.97
28.1,9.4,26,24.58,12.97
28.3,9.4,26,24.58,12.96
28.5,9.3,27,24.59,12.96
28.5,9.3,27,24.59,12.96
34,9.8,24,24.28,13.14
34,9.8,24,24.3,13.19
34,9.8,24,24.3,13.19
34.7,9.5,28,24.31,13.08
36,9.2,32,24.34,12.95
36.4,9,34,24.36,12.92
36.2,8.9,35,24.37,12.93
35.3,8.8,37,24.44,12.91
34,8.7,39,24.48,12.9
31.4,8.6,43,24.6,12.87
28,8.4,43,24.76,12.83
24.7,8.3,43,24.91,12.81
22.4,8.2,43,24.98,12.8
21.5,8.1,43,25.07,12.79
21,8,43,25.12,12.79
20.7,8,46,25.14,12.79
20.7,8,47,25.16,12.78
33.6,13,25,23.78,13.46
33.6,12.4,28,23.91,13.29
43.1,12,32,24.08,13.07
48.5,11.6,34,24.11,13.05
47.1,11.4,34,24.15,13.01
46.7,11.2,34,24.16,13.01
45.5,11.2,34,24.17,13.01
44.4,11.1,34,24.18,13
44.2,11.1,35,24.18,13
45.6,11,37,24.18,13
46.2,11,38,24.18,13
47,11,39,24.18,13
47,11,41,24.16,13
61.5,10.1,34,23.2,13.45
61.5,10.9,37,23.22,13.39
66,11.4,37,23.22,13.38
68.6,11.7,38,23.22,13.37
72.1,11.7,38,23.24,13.34
75,11.8,39,23.26,13.32
76.3,11.8,39,23.26,13.32
77.2,11.8,41,23.27,13.31
78.3,11.8,41,23.26,13.31
79,11.8,42,23.26,13.31
79.8,11.8,42,23.26,13.32
79.8,11.8,42,23.26,13.31
81.3,11.7,43,23.25,13.32
83.1,14.3,33,21.55,14.15
83.1,14.4,35,22.07,13.9
83.1,14.4,35,22.07,13.9
89.3,14.2,41,22.62,13.57
97.5,13.7,43,22.63,13.56
99.6,13.3,46,22.64,13.56
98.5,13.2,53,22.64,13.56
98,13.1,57,22.64,13.56
98.3,13,59,22.62,13.56
98.2,13,60,22.64,13.56
99.1,12.9,60,22.64,13.56
100.5,12.9,63,22.64,13.57
106.4,12.9,67,22.64,13.57
141.8,14.5,42,19.21,14.19
141.8,14.6,46,19.64,13.88
141.8,14.6,46,19.64,13.88
147.8,14.5,47,19.92,13.97
147.3,14.5,47,20.04,13.95
148.7,14.5,47,20.17,13.86
147.9,14.6,58,20.21,13.74
149.9,14.6,64,20.21,13.72
145.8,14.2,73,20.2,13.72
145.8,14.1,56,20.17,13.78
60.2,10,32,19.77,14.94
60.2,10,33,19.8,14.97
60.2,10,33,19.8,14.97
71.4,9.9,43,19.89,15.03
80,9.8,56,20.1,15.08
89.3,9.7,68,20.23,15.1
88.9,9.3,83,20.27,15.1
88.9,8.8,319,20.28,15.08
37.3,10.2,25,21.22,15.15
37.3,10.1,24,21.35,15.06
37.3,10.1,24,21.35,15.06
35.3,9.9,28,21.68,15.47
35.2,9.7,33,21.88,15.57
36.4,9.6,40,21.93,15.32
37.7,9.5,45,21.93,15.29
39,9.5,47,21.93,15.24
40,9.5,50,21.93,15.22
41,9.5,57,21.93,15.19
42,9.5,59,21.93,15.18
42,9.5,62,21.93,15.17
21.7,10.2,8,21.99,14.47
21.7,10.1,9,22.01,14.47
23.5,10.1,11,21.99,14.46
24.5,10.1,13,22.06,14.47
24.9,10,14,22.22,14.66
27.6,10,14,22.36,14.44
29,9.9,18,22.46,14.42
32,9.6,18,22.52,14.46
34.8,9.2,31,22.76,14.2
38.6,9,45,22.84,14.15
41.2,8.9,42,22.84,14.15
41.2,8.8,47,22.84,14.15
8.3,9.6,4,23.46,14.39
8.3,9.6,5,23.55,14.35
7.1,9.5,5,23.72,14.38
6.5,9.4,6,23.91,14.43
7.7,9.4,7,24.12,14.37
8.7,9.4,8,24.23,14.34
13.6,9.6,10,24.38,14.26
18.5,9.6,19,24.56,14.08
23.6,9.7,23,24.58,14.07
26.3,9.7,27,24.6,14.06
26.3,9.7,33,24.62,14.05
12.6,10.2,5,24.29,14.32
12.6,10.2,5,24.42,14.2
15.4,10.1,6,24.47,14.14
19.5,9.7,8,24.76,14
23.6,9.1,11,25.28,13.78
26.8,8.5,18,25.66,13.62
27.6,8,23,26.02,13.48
28,7.7,27,26.2,13.41
28,7.5,30,26.29,13.37
11.8,10.1,5,23.74,14.1
11.8,10,7,23.81,14.08
11.8,10,7,23.81,14.08
12.3,9.9,7,23.88,14.06
12.4,9.8,7,24.03,14.05
13.9,9.6,15,24.45,14.04
16.3,9.3,23,24.74,13.95
19.1,9,32,25.03,13.85
21.2,8.7,38,25.31,13.78
22.2,8.3,39,25.64,13.67
22,7.9,43,26.26,13.46
20.5,7.4,43,26.89,13.26
18.6,6.9,45,27.76,13
16.3,6.6,46,28.63,12.79
14.4,6.4,42,29.07,12.68
13.4,6.2,40,29.26,12.64
13.4,6.1,42,29.35,12.62
38.4,7.9,65,21.09,15.02
38.4,7.8,65,21.1,15.03
38.4,7.8,65,21.1,15.03
38.1,7.8,69,21.12,15.04
38.2,7.8,68,21.11,15.03
38.4,7.8,69,21.11,15.03
38.5,7.8,73,21.14,15.04
38.5,7.8,86,21.17,15.06
28.3,8.4,42,22.97,15.2
28.3,8.3,45,22.97,15.2
28.3,8.3,45,22.97,15.2
28.9,8.3,44,22.97,15.2
29.6,8.3,44,22.98,15.19
30.4,8.2,45,22.98,15.18
31.4,8,47,22.99,15.16
32.2,8,51,23,15.15
32.8,8,55,23,15.13
32.9,8,58,23.01,15.13
33.1,8,61,23.01,15.12
33.2,8,63,23.02,15.11
33.2,8,68,23.03,15.11
26.2,8.5,23,24.01,14.9
26.2,8.3,27,24.13,14.92
26.7,8.2,28,24.17,14.97
27,8.1,29,24.21,15.01
27.6,8,31,24.25,15.04
27.9,7.9,33,24.32,15.09
28.5,7.8,33,24.32,15.07
28.7,7.8,36,24.33,15.04
29.1,7.8,36,24.33,15.05
29.2,7.8,37,24.33,15.05
29.5,7.8,37,24.33,15.05
30.1,7.7,41,24.34,15.06
30.1,7.7,42,24.35,15.07
19.4,9.4,18,24.91,15.4
19.4,9,20,24.98,15.37
20.7,8.6,23,25.26,15.37
21.2,8.5,24,25.36,15.31
21.2,8.4,25,25.46,15.26
21.1,8.5,25,25.51,15.15
20.7,8.5,25,25.53,15.07
20.4,8.5,26,25.53,15.07
21,8.4,28,25.55,15.08
21.8,8.4,34,25.58,15.11
22.7,8.4,37,25.58,15.12
22.7,8.3,39,25.58,15.12
15.9,7.6,22,25.85,14.22
15.9,7.5,25,25.86,14.19
16.8,7.5,30,25.86,14.17
17.2,7.4,31,25.86,14.17
17.3,7.4,33,25.86,14.16
17.4,7.4,33,25.86,14.15
17.6,7.3,33,25.86,14.15
17.6,7.3,34,25.86,14.15
17.8,7.3,35,25.86,14.14
17.8,7.3,37,25.86,14.15
13.9,8.3,18,25.9,14.6
13.9,8.2,18,25.92,14.45
13.9,8.2,18,25.92,14.45
14.8,8,19,26.01,14.21
14.7,7.6,20,26.09,14.12
14.3,7.3,22,26.25,14
14.3,7.1,25,26.36,13.94
14.8,6.9,29,26.48,13.9
15.1,6.8,31,26.53,13.89
15.4,6.7,33,26.57,13.87
15.6,6.7,35,26.61,13.86
15.9,6.7,34,26.61,13.86
16.3,6.6,34,26.62,13.86
16.8,6.6,38,26.7,13.84
17.7,6.6,43,26.77,13.81
18.1,6.5,46,26.8,13.8
18.1,6.5,46,26.8,13.81
10.9,7.8,14,27.36,13.79
10.9,7.8,15,27.36,13.79
10.9,7.8,15,27.36,13.79
11,7.7,16,27.38,13.79
11.1,7.6,19,27.79,13.69
11.2,7.4,21,28.22,13.5
11.3,7.3,24,28.57,13.31
11.4,7.3,27,28.86,13.16
11.6,7.2,28,28.92,13.12
11.6,7.2,29,28.93,13.12
11.6,7.2,29,28.94,13.11
11.6,7.2,30,28.95,13.11
11.6,7.2,30,28.93,13.12
11.6,7.1,31,28.94,13.11
11.7,7.1,33,28.95,13.11
11.8,7.1,35,28.96,13.11
11.9,7.1,34,28.95,13.11
11.9,7.1,39,28.98,13.09
12.2,8.1,26,26.86,14.4
12.2,8.1,26,26.86,14.4
12.3,8.1,30,26.86,14.4
12.4,8.1,31,26.85,14.4
12.5,8.1,32,26.86,14.4
12.6,8.1,30,26.86,14.4
12.6,8.1,33,26.85,14.4
12.8,8.1,34,26.85,14.41
12.9,8.1,35,26.85,14.41
12.9,8.1,36,26.85,14.41
11.9,8.5,27,25.57,15.54
11.9,8.5,30,25.57,15.54
11.9,8.5,30,25.56,15.55
11.9,8.5,30,25.56,15.55
11.9,8.5,30,25.57,15.55
12,8.5,30,25.57,15.55
12.1,8.5,32,25.56,15.54
12.2,8.5,32,25.57,15.54
12.3,8.5,32,25.57,15.54
12.5,8.5,38,25.6,15.52
13,8.6,44,25.66,15.47
13.6,8.6,59,25.68,15.45
13.6,8.6,68,25.68,15.45
13.6,8.1,28,24.76,16.22
13.6,8.1,32,24.76,16.22
13.9,8.1,35,24.76,16.21
14.2,8.1,34,24.76,16.21
14.2,8.1,34,24.76,16.21
14.3,8.1,34,24.76,16.21
14.3,8.1,35,24.76,16.21
14.3,8.1,37,24.76,16.21
14.2,8.1,36,24.76,16.21
14.2,8.1,36,24.76,16.21
14.2,8.1,36,24.76,16.21
14.2,8.1,39,24.76,16.21
14.2,8.1,38,24.75,16.21
14.1,7.9,41,24.75,16.21
14.1,7.7,44,24.56,16.21
15.6,8,40,23.37,16.69
15.6,8,41,23.36,16.69
15.6,8,41,23.36,16.69
15.5,8,40,23.35,16.7
15.7,7.9,41,23.39,16.68
15.8,7.8,43,23.56,16.56
16,7.8,44,23.63,16.49
16,7.8,47,23.67,16.46
15.9,7.8,47,23.69,16.46
15.7,7.8,47,23.73,16.47
15.7,7.8,48,23.74,16.47
15.7,7.8,49,23.75,16.47
15.7,7.8,51,23.75,16.48
14.3,8.1,30,21.55,17.44
14.3,8,33,21.56,17.44
14.3,8,33,21.56,17.44
14.3,7.9,34,21.6,17.45
14.3,7.8,35,21.7,17.43
14.3,7.7,36,21.76,17.39
14.4,7.4,40,21.78,17.38
14.4,7,80,21.78,17.37
9,8.7,10,25.86,14.81
7.8,6.9,19,26.75,14.26
7.2,7.1,22,27.06,14.15
6.4,7.2,25,27.19,14.08
6.8,7.2,25,27.32,14
6.9,7.2,25,27.39,13.96
6.8,7.2,25,27.43,13.94
6.9,7.1,26,27.47,13.92
7.1,7.1,26,27.49,13.91
7.4,7.1,26,27.5,13.91
7.4,7.1,29,27.52,13.9
7.2,7.1,35,27.53,13.9
7.8,7.1,42,27.53,13.9
7.3,7.2,56,27.54,13.9
8.3,7.2,64,27.54,13.9
8.4,7.2,77,27.54,13.9
3.6,7.2,100,27.55,13.9
6.5,6.7,22,27.15,14.04
5.3,6.7,28,27.15,14.03
4.9,6.7,32,27.15,14.02
5.4,6.7,32,27.15,14.02
5.4,6.7,34,27.15,14.02
5.8,6.7,33,27.15,14.01
6.1,6.6,35,27.15,14.01
6.3,6.6,38,27.15,14.01
5.3,6.6,43,27.16,14.01
6,7,58,25.78,14.61
5,7,62,25.78,14.6
6.2,7.1,62,25.78,14.6
6.6,7.1,63,25.78,14.6
7.2,7,65,25.77,14.6
6.6,7.1,76,25.77,14.6
5.7,7.1,88,25.76,14.59
5.7,7.1,92,25.76,14.59
7.6,7.1,80,25.76,14.6
6.1,7.1,84,25.76,14.6
5.6,7.1,87,25.76,14.59
6.9,6.8,33,24.81,14.85
5.9,6.8,38,24.81,14.84
6.1,6.8,39,24.81,14.84
6,6.8,41,24.8,14.83
5.8,6.8,44,24.8,14.83
6.1,6.8,43,24.8,14.83
6.5,6.8,42,24.8,14.84
6.5,6.9,44,24.8,14.83
6.5,6.9,45,24.8,14.83
6.9,6.9,44,24.8,14.83
6.6,6.9,47,24.8,14.83
6.9,6.9,46,24.8,14.83
6.5,6.9,48,24.8,14.83
9.5,6.3,30,22.65,14.99
9.1,6.2,32,22.66,14.99
8.7,6.2,32,22.7,14.99
8.7,6.2,31,22.7,14.99
8.6,6.2,31,22.7,14.99
8.4,6.3,32,22.7,14.99
8.5,6.3,32,22.7,14.99
8.8,6.3,32,22.7,14.99
9.1,6.3,32,22.71,14.99
9.2,6.3,32,22.7,14.99
9.1,6.3,33,22.68,14.99
8.3,8.3,37,19.59,15.04
7.8,8.2,40,19.61,15.05
8,8.2,39,19.61,15.05
7.9,8.2,39,19.61,15.05
7.9,8.2,39,19.61,15.05
8,8.2,39,19.6,15.05
